,"ECG__fft_coefficient__attr_""abs""__coeff_0","ECG__fft_aggregated__aggtype_""skew""","ECG__fft_aggregated__aggtype_""kurtosis""","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_38","ECG__fft_aggregated__aggtype_""variance""","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_34","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_49","ECG__fft_coefficient__attr_""abs""__coeff_39","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_45","ECG__fft_coefficient__attr_""abs""__coeff_33","ECG__fft_coefficient__attr_""abs""__coeff_40","ECG__fft_coefficient__attr_""abs""__coeff_35","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_32","ECG__fft_coefficient__attr_""abs""__coeff_43","ECG__fft_coefficient__attr_""abs""__coeff_42",ECG__quantile__q_0.3,"ECG__fft_coefficient__attr_""abs""__coeff_31","ECG__fft_coefficient__attr_""abs""__coeff_26","ECG__fft_coefficient__attr_""abs""__coeff_46","ECG__fft_coefficient__attr_""abs""__coeff_36","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_90","ECG__fft_coefficient__attr_""abs""__coeff_27","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_44","ECG__fft_coefficient__attr_""abs""__coeff_29","ECG__fft_coefficient__attr_""abs""__coeff_28","ECG__fft_coefficient__attr_""abs""__coeff_81","ECG__fft_coefficient__attr_""abs""__coeff_30",ECG__range_count__max_1__min_-1,"ECG__fft_coefficient__attr_""abs""__coeff_41","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_85","ECG__fft_coefficient__attr_""abs""__coeff_96",ECG__quantile__q_0.2,"ECG__fft_coefficient__attr_""abs""__coeff_50","ECG__fft_coefficient__attr_""abs""__coeff_21","ECG__fft_coefficient__attr_""abs""__coeff_79","ECG__fft_coefficient__attr_""abs""__coeff_86","ECG__fft_coefficient__attr_""abs""__coeff_37","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_87","ECG__fft_coefficient__attr_""abs""__coeff_83",ECG__absolute_sum_of_changes,ECG__mean_abs_change,"ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0","ECG__fft_coefficient__attr_""abs""__coeff_92","ECG__fft_coefficient__attr_""abs""__coeff_17","ECG__fft_coefficient__attr_""abs""__coeff_23","ECG__fft_coefficient__attr_""abs""__coeff_52","ECG__fft_coefficient__attr_""abs""__coeff_98","ECG__fft_coefficient__attr_""abs""__coeff_89","ECG__fft_coefficient__attr_""abs""__coeff_16","ECG__fft_coefficient__attr_""abs""__coeff_25","ECG__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_24","ECG__fft_coefficient__attr_""abs""__coeff_22","ECG__fft_coefficient__attr_""abs""__coeff_13","ECG__fft_coefficient__attr_""abs""__coeff_91","ECG__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""","ECG__fft_coefficient__attr_""abs""__coeff_82","ECG__fft_coefficient__attr_""abs""__coeff_47","ECG__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","ECG__fft_coefficient__attr_""abs""__coeff_53","ECG__fft_coefficient__attr_""abs""__coeff_97","ECG__fft_coefficient__attr_""abs""__coeff_15","ECG__fft_coefficient__attr_""abs""__coeff_19","ECG__fft_coefficient__attr_""abs""__coeff_71","ECG__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_48","ECG__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)","ECG__fft_coefficient__attr_""abs""__coeff_93","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8","ECG__fft_coefficient__attr_""real""__coeff_0",ECG__sum_values,ECG__mean,"ECG__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_20","ECG__fft_coefficient__attr_""abs""__coeff_78",ECG__lempel_ziv_complexity__bins_100,"ECG__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",ECG__quantile__q_0.4,"ECG__fft_coefficient__attr_""abs""__coeff_11","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_73","ECG__fft_coefficient__attr_""abs""__coeff_84"
2hpu_Counting3,6.366462912410498e-10,3.8098142847080476,67.57167363669032,37.48392220919405,3284.2921052824777,13785.308353987175,57.30715479883423,10519.152347300535,58.324531038721595,1896.0225058982762,163028.8844494469,370063.34993182495,42.14569502510235,229329.45914254765,5066.646708409535,11301.6261429459,3291.0365280573455,103753.26306916859,130238.09395776816,7934.438814049768,64.434714535821,291001.9913170033,265588.7970334705,287818.09605921805,217746.5823201044,12056.157800422256,195966.62009917718,180836.33498308214,97058.52451684362,-976.3294636875622,211770.85012314483,214955.50812519074,141787.0316109049,144968.58735136612,7933.510465039385,35.6642342674756,2068181.9755899794,173272.4416722917,151.6943407663628,2677.1194154421014,100046.6372607809,218880.5695465643,262845.9893544236,1252865.3006107367,225122.3941437049,28.0,198796.76157339453,1408.7251193750383,170.50859151170104,1214072.1968174153,1662073.3581258918,-1536.4644260878,196619.73190254814,213467.76363718882,1170430.8217494213,631152.7627797278,263130.5681292528,229.34104743519404,1419869.5134562808,1476562.708823555,4289237.968458256,142.97936492743943,142.97936492743943,1165405.0592844458,208305.49611807844,260932.92889986557,321918.70722965617,4305427.181686208,193675.23042318877,203783.2380924725,213432.26209629115,1.8823681410174125,221393.22664654627,229610.0123147958,208289.7012435049,2700548.657294911,514.5409689042228,-279.72427048877563,223.5292825513992,2501.534380038092,1771712.3387244924,232879.44078096273,-555.5417859587499,304496.1307646545,3803497.5219373326,222359.61635775107,184378.7967773695,295967.0929537507,0.2956928622115364,140845.42831039458,181763.53920054832,259.6842411187162,1212950.9823815858,411.9196491927278,-6.366462912410498e-10,-9.89530235528946e-10,-3.29843411842982e-14,172365.709003148,234599.17816214444,961559.2007476889,0.16703333333333334,412.2556223179191,-524.1745795038454,199903.36718898205,117835.88918839829,885430.2230739435,945648.0475126331
2hpu_Math,3.0831870390102267e-09,2.2283804072659894,35.59651942484273,35.51942301314925,2808.033752743838,15309.802285096192,58.08993516012009,11956.687925322556,60.122980401281225,1569.6428711407473,114409.50267054547,324020.6794090087,41.14704483878828,141355.2596461933,4735.214263630945,14171.851576645953,3042.135336548102,219529.24618296977,93415.50210443986,10600.084144361326,66.85166756378902,183767.26660871963,154320.00406781634,15490.000927102466,64765.45461042523,14155.016175651568,66935.82244374139,37159.341843802904,85857.08775565756,-1054.9934160967691,62800.732008450934,117319.68720179636,45872.62325525675,161591.00063956928,9765.470887049796,36.2299653579839,2020479.8595724378,28231.073877843155,159.1506548660749,2682.5669183760656,133998.36513057025,56708.7525203344,208126.9646733294,544515.6730106246,48592.71882667343,38.0,69211.03068576212,1378.2032826952213,178.37987156555266,388744.73942903604,3945654.5674435147,-1697.605164071797,182720.08471044057,57958.88646942939,282842.22549999686,786059.2658627622,47318.74349387352,241.7662099973854,2062267.6506382274,326572.3734921498,4487069.0198801905,149.5739531277773,149.5739531277773,2301642.1351870564,95586.28416187796,4521.685917702633,132581.40684705589,3526560.1336144465,1818167.765334065,35041.76379960071,47031.15499274919,2.8717162394410907,48191.82890270687,81021.19713815404,78351.97978935321,1777682.6829254103,576.6976280189452,-275.04574333551864,265.85954189569503,2435.030871739442,1677996.0661389672,173434.80405758697,-561.2447460597282,110243.76749764469,5251980.30174884,42200.649339408104,39685.28183901753,268195.08551289066,0.3213375304748595,156247.89034105954,115024.23792625628,-252.19762235834745,2457366.476539918,435.4509437408873,3.0831870390102267e-09,3.0704541131854057e-09,1.0234847043951352e-13,189956.00638991766,109760.0111621443,1257060.570436052,0.16463333333333333,-158.5108499989986,-519.5002650843293,47163.334953761856,130922.44768748469,390502.4603271471,916590.2737029213
2hpu_Reading,1.0913936421275139e-09,1.7309356378581375,30.038864219108316,30.509194299262617,1942.6763325195623,15590.719896809194,54.15367467441351,12670.839793927345,59.43837017529454,1020.3763832083035,75530.76269803187,306821.63420370955,32.89547487754144,31232.452395834578,2410.921441573538,16120.21373899169,1329.5945174070946,287912.6449749131,90364.02275194203,12622.447511647144,74.90612916384775,102971.66238263823,28546.594624178928,94631.01123503888,88362.15778401162,19941.63395199792,78127.61707580274,135066.6294667069,110085.18900477528,-794.0748360559768,5376.612477959562,34702.238463910224,96502.91465701937,124901.38247964176,14445.807506686131,29.261974522300882,3515673.891266555,33059.632957476104,145.13421455230116,1641.262165427557,183822.15636660723,4211.824245759502,41535.409060560734,2648589.222789485,96362.23038637817,44.0,53249.188862493014,788.8062920165542,157.14867135388295,847301.1487085304,2220173.809932668,-1772.3490663201035,310931.7053046487,15077.882208280236,1449545.961834015,1212795.0198959562,109945.84803824642,215.68228803624177,937131.9726429561,2171653.4696534094,4111375.6833193265,137.05042445812614,137.05042445812614,1330458.7266839666,8658.606819876384,32803.84657672989,126301.8722166305,1293437.6776539893,1577384.1224435086,20998.85856446951,23530.666192782384,1.9512251363651214,9875.468451394141,9228.541597042422,16456.647708847326,2008760.3290686195,649.1625204990379,-295.1042316948451,307.1709618222578,3045.803879705302,1847282.011893126,183829.00889533875,-629.1728966364828,106651.3537311785,2520474.2384316237,8260.221735968,39465.193297106154,628503.2794735973,0.30538257746087055,146541.87844619487,124404.08311890697,268.75709691254934,8673315.423788132,396.3268495839802,-1.0913936421275139e-09,-1.1932570487260818e-09,-3.977523495753606e-14,173722.13206910994,42190.25445135376,844255.0357172134,0.1548,360.6685331621191,-312.7994940524227,11809.13292735577,125479.56489351478,357359.9886110768,1989628.4639060693
2hpu_Relax,25784.966567840165,6.268231659909084,90.96712325749311,19.60670085303792,763.1011249223976,4138.3602563610175,31.79036108989848,3134.123832069004,34.85571945034741,379.87388246170383,17386.738200339925,584420.7409066875,22.37306479770565,19906.795925101942,1049.4951960890255,5200.094129290677,549.0972889511057,100415.30293010303,36097.40318852297,3994.5114077534263,44.158595319843236,46939.61648869842,54278.670901551,44517.806980528694,27094.16175771612,7604.9586806107645,25301.518226483226,53703.19097824126,32009.686406687488,-359.5829690086638,51557.54914498142,4278.236520305651,55085.34620132791,38486.467444018934,5665.657500723207,20.386240762147057,204908.07042752262,28732.843313377434,107.04219924645214,804.7633686747379,95296.97413665403,37446.90131380972,61434.708701028605,698530.40388573,63318.13463996133,66.0,117900.80941832281,389.50366906110145,121.48416696454215,667971.6826704276,326646.3980741625,-1189.4865719251245,104811.78468903911,23798.84721960213,1008404.5604209064,263063.3057196618,96715.7853193337,170.41276492812872,559259.5484642126,385729.90216707956,3209016.1400781972,106.97077036161863,106.97077036161863,616793.0780898412,14728.314409331677,18869.007209079893,112727.42546574498,404196.5177031393,280386.5938870117,21353.58276248295,32079.803849360014,0.5823339236123798,17118.307680611182,15455.67052440368,13818.592488342769,577649.2445569597,409.730192502921,-190.34367600172655,196.42775488985444,1824.2216762381681,191212.6510019776,36373.65135453769,-396.81272781795633,128049.69182387271,273873.5788150208,17764.08175776076,33006.66164299371,1280371.8419364584,0.23632391298156577,103289.33729106393,141344.34834622152,-219.11166700471628,522425.44299854746,322.4297152078449,-25784.966567840165,-25784.966567840227,-0.8594988855946742,126891.8783443434,17920.8324846643,382924.6799006444,0.1367,-235.47169576717664,-163.3414037802373,6880.398635483568,91832.34795316745,3186960.5234636785,742309.1565709587
2hpu_Speaking,1.4588295016437769e-09,1.6882597689444616,28.209670192219228,33.08840844644008,2511.920297094379,12141.807500115818,51.14961169693987,9546.786962335042,54.64586551384088,1425.772046345891,254090.65316233103,320834.32444798003,34.9254739895438,244740.33831696067,3270.967576237892,11265.761761771535,2051.1936430078804,121037.0057221689,18640.93418172536,8322.614075667541,63.414099027610675,362420.55514821137,66289.78138277374,109651.7233808979,182685.55858654075,13868.068262758563,57299.65036466782,336294.66959525074,291454.5375528023,-845.7870951555888,114781.72925350332,101372.47114219448,101717.70361883772,261942.15896469305,9896.597315302484,28.614108599996033,1611071.7789359842,264731.35700508254,143.30747762516935,1811.2873175123998,120751.33863184664,102212.46197417127,102160.09263126597,814844.8878503753,192741.50278563815,35.0,270453.8884111285,995.4695461220377,160.51988844760842,3141623.36839274,5043527.284105462,-1587.4359161271116,532777.4970438653,119220.4629683397,1234243.8862407426,930524.0784636703,25637.955454456,216.79813876778255,1363203.3294418566,1328905.460532725,4094808.808209316,136.49817687953984,136.49817687953984,1207816.0801159444,42353.6235227802,209464.96709489886,331506.9785677863,2817577.9607545673,649254.5541706303,88105.35580506844,188232.1813161745,1.7173932519971271,40388.621951131565,83369.08025520986,54990.43255104328,323340.009578267,543.4430470118768,-245.06982460983932,253.7034267527689,2344.1435364506133,538673.6431842181,258655.73833404412,-533.546019166053,353005.0190597512,931559.2423895126,89897.90805845056,96708.87451985292,669833.6515932475,0.2964352269016223,141555.3358068762,238388.82901819856,-98.03564059594162,1882539.4609222035,396.4220630958199,-1.4588295016437769e-09,-1.3533281162381172e-09,-4.511093720793724e-14,173591.1808073915,232144.49089244747,859273.6221043216,0.15253333333333333,-80.0019196834173,-399.3091070823663,103459.94283428436,121021.63120185945,791337.1636982306,1729742.2854672163
2hpu_Stroop,2.17733031604439e-09,2.982130916756922,51.761992298840944,29.609126576305716,1702.0832602898295,6560.418412380846,42.159631431551055,4799.205498464303,43.354470871614076,829.5771543736533,294988.36445702065,368629.09295355005,32.6446846544279,370765.86495521554,2237.16629888257,6696.8581778735015,1171.6773493898106,472119.0739089136,235103.0171943966,4830.819130211372,48.354483126252326,158212.8191442232,316357.46355288656,259799.38704022774,311098.9272746312,8359.610937855006,189231.454851483,60018.884369762774,232908.24873932707,-596.6044844408123,183796.40910303197,59706.76577991908,365048.7030241136,67736.05295816214,6032.0375831134315,30.45801451274785,711651.2640161228,179411.82554454368,120.85852930429611,1806.3689841140792,311245.7964167837,259178.77086920655,96050.49547534088,3232551.643524051,245474.12005602082,48.0,333943.5895819551,879.2355790769162,137.40631342875756,2168635.29990591,549787.4633538534,-1273.7356187402593,327320.03859375685,147841.1727225135,1415131.381675971,1219981.6546428052,399667.76790330815,186.7148053123765,2519949.935730696,4209111.712796461,3594869.2838653917,119.83297056119844,119.83297056119844,3276624.239911949,135221.1670828667,53776.99426367756,97440.273577476,1112407.5189697337,2489212.126854178,71639.40206505604,29459.96836795632,0.7464871208508249,222959.83017637048,54203.90967791701,87283.6659806047,2022116.9302593314,494.07461358568895,-230.74747807435654,233.63125202362926,1859.2659395194771,2396108.2060580123,297415.3485293699,-479.285971086225,404135.82599564263,993688.7207209266,88240.56023235589,124263.86151703435,1102324.5038262184,0.2541040965304648,108504.57473003322,459287.442063788,-416.7728464406478,1457560.2224134812,336.3671769604709,-2.17733031604439e-09,-2.240994945168495e-09,-7.469983150561651e-14,133236.623765137,76041.51742920288,740086.5141665355,0.1513,-326.56643215152354,-320.7664771157266,65289.845703910425,93900.44580431019,711577.4379506914,1137389.4874286456
2hpu_Video1,470304.0284974541,6.313335132451109,71.60829963301036,16.364425697735097,602.2908211715726,4433.257764410637,29.131873361596035,3594.228500323615,33.59183736827088,335.95685601041686,617018.3186085831,904059.4419573462,17.79484860945737,821666.677056616,768.6011373051352,5633.1051298642615,452.11501282353134,802627.7966629171,663223.0314087026,4520.125169693314,44.960626755123684,721387.1295627822,699485.8048209209,961450.6642341749,837193.9888456541,8757.951855246978,680750.2925564337,954182.2206573834,656664.1526944408,-324.60603724080556,847830.847667617,693090.9264021036,873758.5086518183,818303.1872074837,6765.490382189399,14.932098383476374,592082.2293877151,693481.2818333226,103.48968483776885,452.8791735814151,813681.8068361125,777659.1380721807,783575.7125349366,1102074.26697088,855397.1802081363,58.0,792392.6832650586,230.04330303340348,115.63989903897037,480801.3539572968,879635.2898783871,-1253.7046480884446,953256.3634932914,669912.0703225479,70267.3580106151,593843.7580266547,729627.4825864166,164.43222197176087,1154454.7138665682,941405.4159321857,3105632.7830664953,103.52454358700274,103.52454358700274,511109.80164822994,732258.4819703171,978558.6351657691,620399.0933462215,635354.9981442343,1245004.8366217348,712185.2264707271,731817.9505056492,0.36289335321297017,708336.33094815,606432.4438395131,776101.1051977571,637711.7728992648,502.3489930744459,-149.9270226755708,267.14084044401454,2018.529318557634,1193516.7421048218,731427.7479255898,-381.6778069713168,622156.6716519892,503045.2979662289,694017.3744013951,727854.9118819612,2437465.4591062553,0.2501416491833611,102371.37908863841,813813.4096290949,316.0304563035445,768936.7595355771,315.4619123916513,-470304.0284974541,-470304.028497454,-15.676800949915133,124001.51516641784,883775.3304394752,850963.3229363625,0.10753333333333333,265.4625668938616,-122.51418714449643,690238.2074228207,91663.20046357144,998132.0074416662,583150.6448515313
2hpu_Video2,95339.63089853125,6.817735503086473,71.02736324988446,16.00830814893269,560.318487283914,4794.975695624311,30.989623542289717,3845.0056344499585,34.92661939993977,305.22702565238916,120072.64644536599,1141656.500574042,18.950832556031123,121979.4333300433,860.363663922461,5925.434437936029,501.30147117562205,155727.74647968123,109588.15428637754,4720.160955306325,48.086020813036185,121131.57742727324,108849.62443528078,162271.94088138719,96809.82642784597,9521.819587377797,121123.24729838251,197175.28807334744,115012.94969193255,-343.91351782971566,85387.49942422002,99492.98116746212,74648.44357611728,148892.4090564277,7238.121123111187,17.546335278991865,676080.7720213166,88126.23411499271,106.45904544385752,653.7349906170692,131285.82304207308,125701.13300488867,136704.43252966568,1272857.1787102367,126184.71307196152,80.0,104081.46094978655,345.9267462333492,118.34181023766152,654305.550020124,217296.1370573286,-1287.3685061976232,35903.00939706074,108350.11025368409,1838153.2116254354,1003674.9389029151,284787.53874164185,167.52405507069932,1092235.268377938,1109100.4324962504,3168326.182347225,105.61439322468166,105.61439322468166,297280.39723671484,85537.23835814897,96306.14137143167,309589.12901283905,243143.01817516587,743236.9795410759,91668.96477045906,142196.3421064781,0.25619785142445006,110260.93704789819,107336.47141951478,108136.24177823216,708912.1034937474,431.2943284088079,-212.386542441708,196.24455433177303,1708.1144523292592,1516425.1720976336,195636.57326736493,-435.0658781266509,65118.607829663306,415279.78418846626,93710.14851373673,70637.5993090353,496572.71074785315,0.24824366221084068,104215.58627798776,226860.04317047796,-2781.220818453859,562432.0182200754,317.43394559333603,-95339.63089853125,-95339.63089853096,-3.1779876966176985,125711.26449340397,81848.7239827007,1181553.41247783,0.12856666666666666,-2371.2532773367584,-133.74380917089186,92560.77142831785,92883.57668515811,3572767.3982819184,691678.3617538083
2z7d_Breathing,33659.45774033811,4.6888871727940185,61.527035141541454,31.672079259663253,1952.556675989134,13694.41780188038,49.80609680980466,11222.158756889785,58.703067815705246,949.620410254792,117489.70679428443,623018.2987545666,29.087305139654834,116744.62736857963,2529.1473586892193,15882.854465037663,1685.2430617817504,92857.86710027955,23104.927013902186,12450.893481447578,75.06102989604287,150571.17490128716,108028.08250282056,247693.78658194406,143610.88539167706,22511.099881365848,62532.210090569744,62726.01698449235,310345.70267093333,-908.765012772401,66611.97980304842,89335.21355428615,141693.20281683342,89225.35978332715,16964.037341489842,20.715437425173604,6342644.408459249,68738.75493412199,88.7406569262826,970.5827413570926,94571.65350130181,27616.09774174322,94725.6160694631,2301357.1934064063,195685.82628626018,16.0,63573.74810564023,542.0581544565978,85.8273288304012,2692039.9643684276,3170150.5971842026,-1842.492729467009,83385.14448552899,112648.78927877235,2301088.736634553,2738671.1250822023,2753.457938956119,107.13572529035741,5596020.041927382,710461.3799482997,2468807.127638914,82.2963141317682,82.2963141317682,2584401.4140285677,37979.511685321406,81585.10886482098,162597.6644941099,4042427.4015576756,1979458.0019343116,63375.86566073548,193152.06256224125,-0.7776636906712675,59253.04146410677,23570.147868760265,62012.58448148065,5385817.300367789,328.1461478957223,-164.98985534770347,157.55932762293648,1433.7757012257198,1288635.9383022217,91709.91650369321,-334.76233833466915,319461.16486550693,4004736.6585714202,95446.43969954901,16205.995757152217,764920.1334505664,0.26867599291869765,52030.23384540294,233368.10201684997,-1381.8531295037394,4254946.9910229165,182.37015899256443,33659.45774033811,33659.4577403383,1.1219819246779434,54361.80307523853,154351.22296095174,1350620.4873999013,0.17426666666666665,-2890.8180715778312,55.170344905459714,33650.125214243875,44156.23116237045,1993374.7028589721,2862629.9505837406
2z7d_Counting1,1.0204530553892255e-09,1.4557260004618415,17.89818690307406,33.13238991906491,1999.2186259829446,12318.369300335136,50.03357583611778,9828.120614014684,58.80721797759278,901.480638831653,211498.3629668014,466879.0154288035,30.48068109191657,192043.18643549088,2226.478624036228,14681.489572363795,1299.0638884743041,251557.3124359131,282152.47100998653,11251.83873036729,72.86792010445485,142479.87291701965,35852.99986782933,109235.71213536191,162360.74011558524,19393.86261418285,142524.66362354538,241851.52842857136,69343.29421495326,-897.8792999142422,83545.5265126629,91708.06196437345,106498.06856687876,111963.90468314111,14236.861150334691,22.571762443334787,2299437.535295762,61655.274476871295,89.2940935127545,954.227776587785,111522.76855112813,12651.751707406256,120135.24443760562,2248797.922685179,94458.05537351663,21.0,196314.03529374322,445.49673578240186,87.00540021542405,2899071.7565372433,4331281.579574577,-1643.4017286101287,225095.2434721036,68025.94241106756,1207199.6663547005,1840606.8740436225,73690.4174418542,108.26747950018824,2211372.4335915265,1616627.2245116576,2541649.29548237,84.72446733165673,84.72446733165673,2025593.9978630573,28633.236398023833,140957.13037612033,69344.19804559865,2343556.4827776966,705958.604696393,80687.59268965274,67675.61973350668,-0.8679971157530756,114530.36126516882,62690.170521274806,68909.8469424211,5833965.352658581,325.2192617713029,-148.1838941290104,156.37713948576356,1410.0401394439252,1369860.3839241005,127945.85354293717,-311.0681993947236,54280.6504429064,4674337.960167485,40023.73736272682,88984.81522944754,1792437.5688489375,0.24670557763779505,51022.088627466335,34239.579451284306,299.56926970264743,1774832.7715749631,184.8722981558121,1.0204530553892255e-09,1.3533281162381172e-09,4.511093720793724e-14,53661.819919266294,72533.41207024817,3218342.9652449503,0.16266666666666665,264.70969862496986,67.6097411707279,73223.5858430363,43050.50347616633,1151412.378717977,1861221.2914161186
