Task(hh2e_Breathing) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: None, Arousal: None
Task(k2v7_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 3.0, Arousal: 6.0
Task(6g6y_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 3.0
Task(6g6y_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 4.0
Task(6g6y_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 7.0
Task(6g6y_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 5.0
Task(6g6y_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 7.0
Task(6g6y_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 6.0
Task(6g6y_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 1.0
Task(6g6y_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 3.0, Arousal: 6.0
Task(6g6y_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 8.0
Task(6g6y_Video1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 8.0
Task(6g6y_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 4.0, Arousal: 6.0
Task(9j3o_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 1.0
Task(9j3o_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 4.0, Arousal: 3.0
Task(9j3o_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 4.0, Arousal: 4.0
Task(9j3o_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 3.0
Task(9j3o_Math) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 2.0
Task(9j3o_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 4.0
Task(9j3o_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 2.0
Task(9j3o_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 6.0, Arousal: 2.0
Task(9j3o_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 5.0] [Valence: 4.0, Arousal: 4.0
Task(9j3o_Video1) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 9.0, Arousal: 3.0
Task(9j3o_Video2) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 3.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 3.0
Task(8i4i_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 10.0] [Valence: 9.0, Arousal: 7.0
Task(8i4i_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 9.0] [Valence: 9.0, Arousal: 7.0
Task(8i4i_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 9.0, Arousal: 7.0
Task(8i4i_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 8.0
Task(8i4i_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 9.0] [Valence: 9.0, Arousal: 8.0
Task(8i4i_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 9.0] [Valence: 9.0, Arousal: 8.0
Task(8i4i_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 10.0] [Valence: 10.0, Arousal: 9.0
Task(8i4i_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 8.0
Task(8i4i_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 9.0, Arousal: 7.0
Task(8i4i_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 10.0] [Valence: 7.0, Arousal: 7.0
Task(8i4i_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 10.0] [Valence: 8.0, Arousal: 7.0
Task(7h5u_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 2.0
Task(7h5u_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 5.0] [Valence: 6.0, Arousal: 8.0
Task(7h5u_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 6.0
Task(7h5u_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 7.0, Arousal: 7.0
Task(7h5u_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 3.0] [Valence: 6.0, Arousal: 8.0
Task(7h5u_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 6.0
Task(7h5u_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(7h5u_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 7.0, Arousal: 7.0
Task(7h5u_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 8.0
Task(7h5u_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 9.0] [Valence: 7.0, Arousal: 8.0
Task(7h5u_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 7.0
Task(h8s1_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 7.0
Task(h8s1_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 7.0
Task(h8s1_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 7.0
Task(h8s1_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 5.0
Task(h8s1_Math) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 4.0
Task(h8s1_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 7.0
Task(h8s1_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 2.0
Task(h8s1_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 3.0, Arousal: 7.0
Task(h8s1_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 9.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 8.0
Task(h8s1_Video1) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 4.0
Task(h8s1_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 5.0
Task(i9t9_Breathing) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(i9t9_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 7.0
Task(i9t9_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(i9t9_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(i9t9_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(i9t9_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(i9t9_Relax) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 7.0
Task(i9t9_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(i9t9_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(i9t9_Video1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 7.0
Task(i9t9_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 7.0
Task(j1u8_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 7.0] [Valence: 9.0, Arousal: 10.0
Task(j1u8_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 10.0] [Valence: 10.0, Arousal: 10.0
Task(j1u8_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 7.0] [Valence: 10.0, Arousal: 10.0
Task(j1u8_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 10.0, Arousal: 10.0
Task(j1u8_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 10.0, Arousal: 10.0
Task(j1u8_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 10.0, Arousal: 10.0
Task(j1u8_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 10.0, Arousal: 10.0
Task(j1u8_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 10.0, Arousal: 10.0
Task(j1u8_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 10.0, Arousal: 10.0
Task(j1u8_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 7.0] [Valence: 10.0, Arousal: 10.0
Task(j1u8_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 7.0] [Valence: 10.0, Arousal: 10.0
Task(m8g5_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 9.0, Arousal: 8.0
Task(m8g5_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 6.0
Task(m8g5_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 1.0] [Valence: 3.0, Arousal: 6.0
Task(m8g5_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 6.0
Task(m8g5_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 7.0
Task(m8g5_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 6.0, Arousal: 5.0
Task(m8g5_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 9.0
Task(m8g5_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 6.0
Task(m8g5_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 6.0
Task(m8g5_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 10.0] [Valence: 10.0, Arousal: 9.0
Task(m8g5_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 5.0] [Valence: 6.0, Arousal: 8.0
Task(p9i3_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 7.0
Task(p9i3_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 4.0, Arousal: 9.0
Task(p9i3_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(p9i3_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 8.0
Task(p9i3_Math) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 8.0
Task(p9i3_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 8.0
Task(p9i3_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 9.0
Task(p9i3_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 7.0
Task(p9i3_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 7.0
Task(p9i3_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 8.0
Task(p9i3_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 2.0, Arousal: 8.0
Task(g9j5_Breathing) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 3.0
Task(g9j5_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 2.0
Task(g9j5_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 2.0
Task(g9j5_Counting3) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 4.0
Task(g9j5_Math) B(Stressed[1]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 3.0
Task(g9j5_Reading) B(Stressed[1]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 4.0
Task(g9j5_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 4.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 3.0
Task(g9j5_Speaking) B(Stressed[1]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 3.0
Task(g9j5_Stroop) B(Stressed[1]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 3.0
Task(g9j5_Video1) B(Stressed[1]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 7.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 2.0
Task(g9j5_Video2) B(Stressed[1]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 2.0
Task(h7j3_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 6.0
Task(h7j3_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 7.0
Task(h7j3_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 8.0
Task(h7j3_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(h7j3_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(h7j3_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(h7j3_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 7.0, Arousal: 7.0
Task(h7j3_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 7.0
Task(h7j3_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 7.0
Task(h7j3_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 8.0
Task(h7j3_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(y8c3_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 5.0, Arousal: 7.0
Task(y8c3_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 6.0
Task(y8c3_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 6.0
Task(y8c3_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 5.0
Task(y8c3_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 5.0
Task(y8c3_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 5.0
Task(y8c3_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 0.0, Relaxed: 9.0] [Valence: 6.0, Arousal: 4.0
Task(y8c3_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 6.0
Task(y8c3_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 5.0
Task(y8c3_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 7.0
Task(y8c3_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 7.0
Task(g7r2_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 5.0
Task(g7r2_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 6.0, Arousal: 8.0
Task(g7r2_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 1.0] [Valence: 5.0, Arousal: 9.0
Task(g7r2_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 4.0
Task(g7r2_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 5.0
Task(g7r2_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 0.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 3.0
Task(g7r2_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 0.0, Relaxed: 8.0] [Valence: 5.0, Arousal: 2.0
Task(g7r2_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(g7r2_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 0.0] [Valence: 3.0, Arousal: 6.0
Task(g7r2_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 8.0] [Valence: 8.0, Arousal: 6.0
Task(g7r2_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 6.0
Task(f6q3_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 7.0, Arousal: 1.0
Task(f6q3_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 1.0, Relaxed: 10.0] [Valence: 5.0, Arousal: 1.0
Task(f6q3_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 5.0, Arousal: 1.0
Task(f6q3_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 5.0, Arousal: 3.0
Task(f6q3_Math) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 3.0
Task(f6q3_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 4.0, Arousal: 3.0
Task(f6q3_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 1.0
Task(f6q3_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 5.0, Arousal: 2.0
Task(f6q3_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 3.0
Task(f6q3_Video1) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 0.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 1.0
Task(f6q3_Video2) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 0.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 1.0
Task(e5p4_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 3.0, Relaxed: 10.0] [Valence: 8.0, Arousal: 3.0
Task(e5p4_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 8.0, Arousal: 5.0
Task(e5p4_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 9.0, Arousal: 5.0
Task(e5p4_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 5.0
Task(e5p4_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 5.0
